Date,Open,High,Low,Close,EPS,PE,Median_PE_90,Median_PE_180,Median_PE_365,Valid_Period
2014-12-23,12.15,12.15,12.15,12.15,,,,,,0
2014-12-24,12.15,12.15,12.15,12.15,,,,,,0
2014-12-25,12.15,12.15,12.15,12.15,,,,,,0
2014-12-26,12.15,12.15,12.15,12.15,,,,,,0
2014-12-29,12.15,12.15,12.15,12.15,,,,,,0
2014-12-30,12.15,12.15,12.15,12.15,,,,,,0
2014-12-31,12.15,12.15,12.15,12.15,,,,,,0
2015-01-01,12.15,12.15,12.15,12.15,,,,,,0
2015-01-02,12.15,12.15,12.15,12.15,,,,,,0
2015-01-05,12.15,12.15,12.15,12.15,,,,,,0
2015-01-06,12.15,12.15,12.15,12.15,,,,,,0
2015-01-07,12.15,12.15,12.15,12.15,,,,,,0
2015-01-08,12.15,12.15,12.15,12.15,,,,,,0
2015-01-09,12.15,12.15,12.15,12.15,,,,,,0
2015-01-12,12.15,12.15,12.15,12.15,,,,,,0
2015-01-13,12.15,12.15,12.15,12.15,,,,,,0
2015-01-14,12.15,12.15,12.15,12.15,,,,,,0
2015-01-15,12.15,12.15,12.15,12.15,,,,,,0
2015-01-16,12.15,12.15,12.15,12.15,,,,,,0
2015-01-19,12.15,12.15,12.15,12.15,,,,,,0
2015-01-20,12.15,12.15,12.15,12.15,,,,,,0
2015-01-21,12.15,12.15,12.15,12.15,,,,,,0
2015-01-22,12.15,12.15,12.15,12.15,,,,,,0
2015-01-23,12.15,12.15,12.15,12.15,,,,,,0
2015-01-26,12.15,12.15,12.15,12.15,,,,,,0
2015-01-27,12.15,12.15,12.15,12.15,,,,,,0
2015-01-28,12.15,12.15,12.15,12.15,,,,,,0
2015-01-29,12.15,12.15,12.15,12.15,,,,,,0
2015-01-30,12.15,12.15,12.15,12.15,,,,,,0
2015-02-02,12.15,12.15,12.15,12.15,,,,,,0
2015-02-03,12.15,12.15,12.15,12.15,,,,,,0
2015-02-04,12.15,12.15,12.15,12.15,,,,,,0
2015-02-05,12.15,12.15,12.15,12.15,,,,,,0
2015-02-06,12.15,12.15,12.15,12.15,,,,,,0
2015-02-09,12.15,12.15,12.15,12.15,,,,,,0
2015-02-10,12.15,12.15,12.15,12.15,,,,,,0
2015-02-11,12.15,12.15,12.15,12.15,,,,,,0
2015-02-12,12.15,12.15,12.15,12.15,,,,,,0
2015-02-13,12.15,12.15,12.15,12.15,,,,,,0
2015-02-16,12.15,12.15,12.15,12.15,,,,,,0
2015-02-17,12.15,12.15,12.15,12.15,,,,,,0
2015-02-18,12.15,12.15,12.15,12.15,,,,,,0
2015-02-19,12.15,12.15,12.15,12.15,,,,,,0
2015-02-20,12.15,12.15,12.15,12.15,,,,,,0
2015-02-23,12.15,12.15,12.15,12.15,,,,,,0
2015-02-24,12.15,12.15,12.15,12.15,,,,,,0
2015-02-25,12.15,12.15,12.15,12.15,,,,,,0
2015-02-26,12.15,12.15,12.15,12.15,,,,,,0
2015-02-27,12.15,12.15,12.15,12.15,,,,,,0
2015-02-28,12.15,12.15,12.15,12.15,,,,,,0
2015-03-02,12.15,12.15,12.15,12.15,,,,,,0
2015-03-03,12.15,12.15,12.15,12.15,,,,,,0
2015-03-04,12.15,12.15,12.15,12.15,,,,,,0
2015-03-05,12.15,12.15,12.15,12.15,,,,,,0
2015-03-06,12.15,12.15,12.15,12.15,,,,,,0
2015-03-09,12.15,12.15,12.15,12.15,,,,,,0
2015-03-10,12.15,12.15,12.15,12.15,,,,,,0
2015-03-11,12.15,12.15,12.15,12.15,,,,,,0
2015-03-12,12.15,12.15,12.15,12.15,,,,,,0
2015-03-13,12.15,12.15,12.15,12.15,,,,,,0
2015-03-16,12.15,12.15,12.15,12.15,,,,,,0
2015-03-17,12.15,12.15,12.15,12.15,,,,,,0
2015-03-18,12.15,12.15,12.15,12.15,,,,,,0
2015-03-19,12.15,12.15,12.15,12.15,,,,,,0
2015-03-20,12.15,12.15,12.15,12.15,,,,,,0
2015-03-23,12.15,12.15,12.15,12.15,,,,,,0
2015-03-24,12.15,12.15,12.15,12.15,,,,,,0
2015-03-25,12.15,12.15,12.15,12.15,,,,,,0
2015-03-26,12.15,12.15,12.15,12.15,,,,,,0
2015-03-27,12.15,12.15,12.15,12.15,,,,,,0
2015-03-30,12.15,12.15,12.15,12.15,,,,,,0
2015-03-31,12.15,12.15,12.15,12.15,,,,,,0
2015-04-01,12.15,12.15,12.15,12.15,,,,,,0
2015-04-02,12.15,12.15,12.15,12.15,,,,,,0
2015-04-03,12.15,12.15,12.15,12.15,,,,,,0
2015-04-06,12.15,12.15,12.15,12.15,,,,,,0
2015-04-07,12.15,12.15,12.15,12.15,,,,,,0
2015-04-08,12.15,12.15,12.15,12.15,,,,,,0
2015-04-09,12.15,12.15,12.15,12.15,,,,,,0
2015-04-10,12.15,12.15,12.15,12.15,,,,,,0
2015-04-13,12.15,12.15,12.15,12.15,,,,,,0
2015-04-14,12.15,12.15,12.15,12.15,,,,,,0
2015-04-15,12.15,12.15,12.15,12.15,,,,,,0
2015-04-16,12.15,12.15,12.15,12.15,,,,,,0
2015-04-17,12.15,12.15,12.15,12.15,,,,,,0
2015-04-20,12.15,12.15,12.15,12.15,,,,,,0
2015-04-21,12.15,12.15,12.15,12.15,,,,,,0
2015-04-22,12.15,12.15,12.15,12.15,,,,,,0
2015-04-23,12.15,12.15,12.15,12.15,,,,,,0
2015-04-24,12.15,12.15,12.15,12.15,,,,,,0
2015-04-27,12.15,12.15,12.15,12.15,,,,,,0
2015-04-28,12.15,12.15,12.15,12.15,,,,,,0
2015-04-29,12.15,12.15,12.15,12.15,,,,,,0
2015-04-30,12.15,12.15,12.15,12.15,,,,,,0
2015-05-01,12.15,12.15,12.15,12.15,,,,,,0
2015-05-04,12.15,12.15,12.15,12.15,,,,,,0
2015-05-05,12.15,12.15,12.15,12.15,,,,,,0
2015-05-06,12.15,12.15,12.15,12.15,,,,,,0
2015-05-07,12.15,12.15,12.15,12.15,,,,,,0
2015-05-08,12.15,12.15,12.15,12.15,,,,,,0
2015-05-11,12.15,12.15,12.15,12.15,,,,,,0
2015-05-12,12.15,12.15,12.15,12.15,,,,,,0
2015-05-13,12.15,12.15,12.15,12.15,,,,,,0
2015-05-14,12.15,12.15,12.15,12.15,,,,,,0
2015-05-15,12.15,12.15,12.15,12.15,,,,,,0
2015-05-18,12.15,12.15,12.15,12.15,,,,,,0
2015-05-19,12.15,12.15,12.15,12.15,,,,,,0
2015-05-20,12.15,12.15,12.15,12.15,,,,,,0
2015-05-21,12.15,12.15,12.15,12.15,,,,,,0
2015-05-22,12.15,12.15,12.15,12.15,,,,,,0
2015-05-25,12.15,12.15,12.15,12.15,,,,,,0
2015-05-26,12.15,12.15,12.15,12.15,,,,,,0
2015-05-27,12.15,12.15,12.15,12.15,,,,,,0
2015-05-28,12.15,12.15,12.15,12.15,,,,,,0
2015-05-29,12.15,12.15,12.15,12.15,,,,,,0
2015-06-01,12.15,12.15,12.15,12.15,,,,,,0
2015-06-02,12.15,12.15,12.15,12.15,,,,,,0
2015-06-03,12.15,12.15,12.15,12.15,,,,,,0
2015-06-04,12.15,12.15,12.15,12.15,,,,,,0
2015-06-05,12.15,12.15,12.15,12.15,,,,,,0
2015-06-08,12.15,12.15,12.15,12.15,,,,,,0
2015-06-09,12.15,12.15,12.15,12.15,,,,,,0
2015-06-10,12.15,12.15,12.15,12.15,,,,,,0
2015-06-11,12.15,12.15,12.15,12.15,,,,,,0
2015-06-12,12.15,12.15,12.15,12.15,,,,,,0
2015-06-15,12.15,12.15,12.15,12.15,,,,,,0
2015-06-16,12.15,12.15,12.15,12.15,,,,,,0
2015-06-17,12.15,12.15,12.15,12.15,,,,,,0
2015-06-18,12.15,12.15,12.15,12.15,,,,,,0
2015-06-19,12.15,12.15,12.15,12.15,,,,,,0
2015-06-22,12.15,12.15,12.15,12.15,,,,,,0
2015-06-23,12.15,12.15,12.15,12.15,,,,,,0
2015-06-24,12.15,12.15,12.15,12.15,,,,,,0
2015-06-25,12.15,12.15,12.15,12.15,,,,,,0
2015-06-26,12.15,12.15,12.15,12.15,,,,,,0
2015-06-29,12.15,12.15,12.15,12.15,,,,,,0
2015-06-30,12.15,12.15,12.15,12.15,,,,,,0
2015-07-01,12.15,12.15,12.15,12.15,,,,,,0
2015-07-02,12.15,12.15,12.15,12.15,,,,,,0
2015-07-03,12.15,12.15,12.15,12.15,,,,,,0
2015-07-06,12.15,12.15,12.15,12.15,,,,,,0
2015-07-07,12.15,12.15,12.15,12.15,,,,,,0
2015-07-08,12.15,12.15,12.15,12.15,,,,,,0
2015-07-09,12.15,12.15,12.15,12.15,,,,,,0
2015-07-10,12.15,12.15,12.15,12.15,,,,,,0
2015-07-13,12.15,12.15,12.15,12.15,,,,,,0
2015-07-14,12.15,12.15,12.15,12.15,,,,,,0
2015-07-15,12.15,12.15,12.15,12.15,,,,,,0
2015-07-16,12.15,12.15,12.15,12.15,,,,,,0
2015-07-17,12.15,12.15,12.15,12.15,,,,,,0
2015-07-20,12.15,12.15,12.15,12.15,,,,,,0
2015-07-21,12.15,12.15,12.15,12.15,,,,,,0
2015-07-22,12.15,12.15,12.15,12.15,,,,,,0
2015-07-23,12.15,12.15,12.15,12.15,,,,,,0
2015-07-24,12.15,12.15,12.15,12.15,,,,,,0
2015-07-27,12.15,12.15,12.15,12.15,,,,,,0
2015-07-28,12.15,12.15,12.15,12.15,,,,,,0
2015-07-29,12.15,12.15,12.15,12.15,,,,,,0
2015-07-30,12.15,12.15,12.15,12.15,,,,,,0
2015-07-31,12.15,12.15,12.15,12.15,,,,,,0
2015-08-03,12.15,12.15,12.15,12.15,,,,,,0
2015-08-04,12.15,12.15,12.15,12.15,,,,,,0
2015-08-05,12.15,12.15,12.15,12.15,,,,,,0
2015-08-06,12.15,12.15,12.15,12.15,,,,,,0
2015-08-07,12.15,12.15,12.15,12.15,,,,,,0
2015-08-10,12.15,12.15,12.15,12.15,,,,,,0
2015-08-11,12.15,12.15,12.15,12.15,,,,,,0
2015-08-12,12.15,12.15,12.15,12.15,,,,,,0
2015-08-13,12.15,12.15,12.15,12.15,,,,,,0
2015-08-14,12.15,12.15,12.15,12.15,,,,,,0
2015-08-17,12.15,12.15,12.15,12.15,,,,,,0
2015-08-18,12.15,12.15,12.15,12.15,,,,,,0
2015-08-19,12.15,12.15,12.15,12.15,,,,,,0
2015-08-20,12.15,12.15,12.15,12.15,,,,,,0
2015-08-21,12.15,12.15,12.15,12.15,,,,,,0
2015-08-24,12.15,12.15,12.15,12.15,,,,,,0
2015-08-25,12.15,12.15,12.15,12.15,,,,,,0
2015-08-26,12.15,12.15,12.15,12.15,,,,,,0
2015-08-27,12.15,12.15,12.15,12.15,,,,,,0
2015-08-28,12.15,12.15,12.15,12.15,,,,,,0
2015-08-31,12.15,12.15,12.15,12.15,,,,,,0
2015-09-01,12.15,12.15,12.15,12.15,,,,,,0
2015-09-02,12.15,12.15,12.15,12.15,,,,,,0
2015-09-03,12.15,12.15,12.15,12.15,,,,,,0
2015-09-04,12.15,12.15,12.15,12.15,,,,,,0
2015-09-07,12.15,12.15,12.15,12.15,,,,,,0
2015-09-08,12.15,12.15,12.15,12.15,,,,,,0
2015-09-09,12.15,12.15,12.15,12.15,,,,,,0
2015-09-10,12.15,12.15,12.15,12.15,,,,,,0
2015-09-11,12.15,12.15,12.15,12.15,,,,,,0
2015-09-14,12.15,12.15,12.15,12.15,,,,,,0
2015-09-15,12.15,12.15,12.15,12.15,,,,,,0
2015-09-16,12.15,12.15,12.15,12.15,,,,,,0
2015-09-17,12.15,12.15,12.15,12.15,,,,,,0
2015-09-18,12.15,12.15,12.15,12.15,,,,,,0
2015-09-21,12.15,12.15,12.15,12.15,,,,,,0
2015-09-22,12.15,12.15,12.15,12.15,,,,,,0
2015-09-23,12.15,12.15,12.15,12.15,,,,,,0
2015-09-24,12.15,12.15,12.15,12.15,,,,,,0
2015-09-25,12.15,12.15,12.15,12.15,,,,,,0
2015-09-28,12.15,12.15,12.15,12.15,,,,,,0
2015-09-29,12.15,12.15,12.15,12.15,,,,,,0
2015-09-30,12.15,12.15,12.15,12.15,,,,,,0
2015-10-01,12.15,12.15,12.15,12.15,,,,,,0
2015-10-02,12.15,12.15,12.15,12.15,,,,,,0
2015-10-05,12.15,12.15,12.15,12.15,,,,,,0
2015-10-06,12.15,12.15,12.15,12.15,,,,,,0
2015-10-07,12.15,12.15,12.15,12.15,,,,,,0
2015-10-08,12.15,12.15,12.15,12.15,,,,,,0
2015-10-09,12.15,12.15,12.15,12.15,,,,,,0
2015-10-12,12.15,12.15,12.15,12.15,,,,,,0
2015-10-13,12.15,12.15,12.15,12.15,,,,,,0
2015-10-14,12.15,12.15,12.15,12.15,,,,,,0
2015-10-15,12.15,12.15,12.15,12.15,,,,,,0
2015-10-16,12.15,12.15,12.15,12.15,,,,,,0
2015-10-19,12.15,12.15,12.15,12.15,,,,,,0
2015-10-20,12.15,12.15,12.15,12.15,,,,,,0
2015-10-21,12.15,12.15,12.15,12.15,,,,,,0
2015-10-22,12.15,12.15,12.15,12.15,,,,,,0
2015-10-23,12.15,12.15,12.15,12.15,,,,,,0
2015-10-26,12.15,12.15,12.15,12.15,,,,,,0
2015-10-27,12.15,12.15,12.15,12.15,,,,,,0
2015-10-28,12.15,12.15,12.15,12.15,,,,,,0
2015-10-29,12.15,12.15,12.15,12.15,,,,,,0
2015-10-30,12.15,12.15,12.15,12.15,,,,,,0
2015-11-02,12.15,12.15,12.15,12.15,,,,,,0
2015-11-03,12.15,12.15,12.15,12.15,,,,,,0
2015-11-04,12.15,12.15,12.15,12.15,,,,,,0
2015-11-05,12.15,12.15,12.15,12.15,,,,,,0
2015-11-06,12.15,12.15,12.15,12.15,,,,,,0
2015-11-09,12.15,12.15,12.15,12.15,,,,,,0
2015-11-10,12.15,12.15,12.15,12.15,,,,,,0
2015-11-11,12.15,12.15,12.15,12.15,,,,,,0
2015-11-12,12.15,12.15,12.15,12.15,,,,,,0
2015-11-13,12.15,12.15,12.15,12.15,,,,,,0
2015-11-16,12.15,12.15,12.15,12.15,,,,,,0
2015-11-17,12.15,12.15,12.15,12.15,,,,,,0
2015-11-18,12.15,12.15,12.15,12.15,,,,,,0
2015-11-19,12.15,12.15,12.15,12.15,,,,,,0
2015-11-20,12.15,12.15,12.15,12.15,,,,,,0
2015-11-23,12.15,12.15,12.15,12.15,,,,,,0
2015-11-24,12.15,12.15,12.15,12.15,,,,,,0
2015-11-25,12.15,12.15,12.15,12.15,,,,,,0
2015-11-26,12.15,12.15,12.15,12.15,,,,,,0
2015-11-27,12.15,12.15,12.15,12.15,,,,,,0
2015-11-30,12.15,12.15,12.15,12.15,,,,,,0
2015-12-01,12.15,12.15,12.15,12.15,,,,,,0
2015-12-02,12.15,12.15,12.15,12.15,,,,,,0
2015-12-03,12.15,12.15,12.15,12.15,,,,,,0
2015-12-04,12.15,12.15,12.15,12.15,,,,,,0
2015-12-07,12.15,12.15,12.15,12.15,,,,,,0
2015-12-08,12.15,12.15,12.15,12.15,,,,,,0
2015-12-09,12.15,12.15,12.15,12.15,,,,,,0
2015-12-10,12.15,12.15,12.15,12.15,,,,,,0
2015-12-11,12.15,12.15,12.15,12.15,,,,,,0
2015-12-14,12.15,12.15,12.15,12.15,,,,,,0
2015-12-15,12.15,12.15,12.15,12.15,,,,,,0
2015-12-16,12.15,12.15,12.15,12.15,,,,,,0
2015-12-17,12.15,12.15,12.15,12.15,,,,,,0
2015-12-18,12.15,12.15,12.15,12.15,,,,,,0
2015-12-21,12.15,12.15,12.15,12.15,,,,,,0
2015-12-22,12.15,12.15,12.15,12.15,,,,,,0
2015-12-23,12.15,12.15,12.15,12.15,,,,,,0
2015-12-24,12.15,12.15,12.15,12.15,,,,,,0
2015-12-25,12.15,12.15,12.15,12.15,,,,,,0
2015-12-28,12.15,12.15,12.15,12.15,,,,,,0
2015-12-29,12.15,12.15,12.15,12.15,,,,,,0
2015-12-30,12.15,12.15,12.15,12.15,,,,,,0
2015-12-31,12.15,12.15,12.15,12.15,,,,,,0
2016-01-01,12.15,12.15,12.15,12.15,,,,,,0
2016-01-04,12.15,12.15,12.15,12.15,,,,,,0
2016-01-05,12.15,12.15,12.15,12.15,,,,,,0
2016-01-06,12.15,12.15,12.15,12.15,,,,,,0
2016-01-07,12.15,12.15,12.15,12.15,,,,,,0
2016-01-08,12.15,12.15,12.15,12.15,,,,,,0
2016-01-11,12.15,12.15,12.15,12.15,,,,,,0
2016-01-12,12.15,12.15,12.15,12.15,,,,,,0
2016-01-13,12.15,12.15,12.15,12.15,,,,,,0
2016-01-14,12.15,12.15,12.15,12.15,,,,,,0
2016-01-15,12.15,12.15,12.15,12.15,,,,,,0
2016-01-18,12.15,12.15,12.15,12.15,,,,,,0
2016-01-19,12.15,12.15,12.15,12.15,,,,,,0
2016-01-20,12.15,12.15,12.15,12.15,,,,,,0
2016-01-21,12.15,12.15,12.15,12.15,,,,,,0
2016-01-22,12.15,12.15,12.15,12.15,,,,,,0
2016-01-25,12.15,12.15,12.15,12.15,,,,,,0
2016-01-26,12.15,12.15,12.15,12.15,,,,,,0
2016-01-27,12.15,12.15,12.15,12.15,,,,,,0
2016-01-28,12.15,12.15,12.15,12.15,,,,,,0
2016-01-29,12.15,12.15,12.15,12.15,,,,,,0
2016-02-01,12.15,12.15,12.15,12.15,,,,,,0
2016-02-02,12.15,12.15,12.15,12.15,,,,,,0
2016-02-03,12.15,12.15,12.15,12.15,,,,,,0
2016-02-04,12.15,12.15,12.15,12.15,,,,,,0
2016-02-05,12.15,12.15,12.15,12.15,,,,,,0
2016-02-08,12.15,12.15,12.15,12.15,,,,,,0
2016-02-09,12.15,12.15,12.15,12.15,,,,,,0
2016-02-10,12.15,12.15,12.15,12.15,,,,,,0
2016-02-11,12.15,12.15,12.15,12.15,,,,,,0
2016-02-12,12.15,12.15,12.15,12.15,,,,,,0
2016-02-15,12.15,12.15,12.15,12.15,,,,,,0
2016-02-16,12.15,12.15,12.15,12.15,,,,,,0
2016-02-17,12.15,12.15,12.15,12.15,,,,,,0
2016-02-18,12.15,12.15,12.15,12.15,,,,,,0
2016-02-19,12.15,12.15,12.15,12.15,,,,,,0
2016-02-22,12.15,12.15,12.15,12.15,,,,,,0
2016-02-23,12.15,12.15,12.15,12.15,,,,,,0
2016-02-24,12.15,12.15,12.15,12.15,,,,,,0
2016-02-25,12.15,12.15,12.15,12.15,,,,,,0
2016-02-26,12.15,12.15,12.15,12.15,,,,,,0
2016-02-29,12.15,12.15,12.15,12.15,,,,,,0
2016-03-01,12.15,12.15,12.15,12.15,,,,,,0
2016-03-02,12.15,12.15,12.15,12.15,,,,,,0
2016-03-03,12.15,12.15,12.15,12.15,,,,,,0
2016-03-04,12.15,12.15,12.15,12.15,,,,,,0
2016-03-07,12.15,12.15,12.15,12.15,,,,,,0
2016-03-08,12.15,12.15,12.15,12.15,,,,,,0
2016-03-09,12.15,12.15,12.15,12.15,,,,,,0
2016-03-10,12.15,12.15,12.15,12.15,,,,,,0
2016-03-11,12.15,12.15,12.15,12.15,,,,,,0
2016-03-14,12.15,12.15,12.15,12.15,,,,,,0
2016-03-15,12.15,12.15,12.15,12.15,,,,,,0
2016-03-16,12.15,12.15,12.15,12.15,,,,,,0
2016-03-17,12.15,12.15,12.15,12.15,,,,,,0
2016-03-18,12.15,12.15,12.15,12.15,,,,,,0
2016-03-21,12.15,12.15,12.15,12.15,,,,,,0
2016-03-22,12.15,12.15,12.15,12.15,,,,,,0
2016-03-23,12.15,12.15,12.15,12.15,,,,,,0
2016-03-24,12.15,12.15,12.15,12.15,,,,,,0
2016-03-25,12.15,12.15,12.15,12.15,,,,,,0
2016-03-28,12.15,12.15,12.15,12.15,,,,,,0
2016-03-29,12.15,12.15,12.15,12.15,,,,,,0
2016-03-30,12.15,12.15,12.15,12.15,,,,,,0
2016-03-31,12.15,12.15,12.15,12.15,,,,,,0
2016-04-01,12.15,12.15,12.15,12.15,,,,,,0
2016-04-04,12.15,12.15,12.15,12.15,,,,,,0
2016-04-05,12.15,12.15,12.15,12.15,,,,,,0
2016-04-06,12.15,12.15,12.15,12.15,,,,,,0
2016-04-07,12.15,12.15,12.15,12.15,,,,,,0
2016-04-08,12.15,12.15,12.15,12.15,,,,,,0
2016-04-11,12.15,12.15,12.15,12.15,,,,,,0
2016-04-12,12.15,12.15,12.15,12.15,,,,,,0
2016-04-13,12.15,12.15,12.15,12.15,,,,,,0
2016-04-14,12.15,12.15,12.15,12.15,,,,,,0
2016-04-15,12.15,12.15,12.15,12.15,,,,,,0
2016-04-18,12.15,12.15,12.15,12.15,,,,,,0
2016-04-19,12.15,12.15,12.15,12.15,,,,,,0
2016-04-20,12.15,12.15,12.15,12.15,,,,,,0
2016-04-21,12.15,12.15,12.15,12.15,,,,,,0
2016-04-22,12.15,12.15,12.15,12.15,,,,,,0
2016-04-25,12.15,12.15,12.15,12.15,,,,,,0
2016-04-26,12.15,12.15,12.15,12.15,,,,,,0
2016-04-27,12.15,12.15,12.15,12.15,,,,,,0
2016-04-28,12.15,12.15,12.15,12.15,,,,,,0
2016-04-29,12.15,12.15,12.15,12.15,,,,,,0
2016-05-02,12.15,12.15,12.15,12.15,,,,,,0
2016-05-03,12.15,12.15,12.15,12.15,,,,,,0
2016-05-04,12.15,12.15,12.15,12.15,,,,,,0
2016-05-05,12.15,12.15,12.15,12.15,,,,,,0
2016-05-06,12.15,12.15,12.15,12.15,,,,,,0
2016-05-09,12.15,12.15,12.15,12.15,,,,,,0
2016-05-10,12.15,12.15,12.15,12.15,,,,,,0
2016-05-11,12.15,12.15,12.15,12.15,,,,,,0
2016-05-12,12.15,12.15,12.15,12.15,,,,,,0
2016-05-13,12.15,12.15,12.15,12.15,,,,,,0
2016-05-16,12.15,12.15,12.15,12.15,,,,,,0
2016-05-17,12.15,12.15,12.15,12.15,,,,,,0
2016-05-18,12.15,12.15,12.15,12.15,,,,,,0
2016-05-19,12.15,12.15,12.15,12.15,,,,,,0
2016-05-20,12.15,12.15,12.15,12.15,,,,,,0
2016-05-23,12.15,12.15,12.15,12.15,,,,,,0
2016-05-24,12.15,12.15,12.15,12.15,,,,,,0
2016-05-25,12.15,12.15,12.15,12.15,,,,,,0
2016-05-26,12.15,12.15,12.15,12.15,,,,,,0
2016-05-27,12.15,12.15,12.15,12.15,,,,,,0
2016-05-30,12.15,12.15,12.15,12.15,,,,,,0
2016-05-31,12.15,12.15,12.15,12.15,,,,,,0
2016-06-01,12.15,12.15,12.15,12.15,,,,,,0
2016-06-02,12.15,12.15,12.15,12.15,,,,,,0
2016-06-03,12.15,12.15,12.15,12.15,,,,,,0
2016-06-06,12.15,12.15,12.15,12.15,,,,,,0
2016-06-07,12.15,12.15,12.15,12.15,,,,,,0
2016-06-08,12.15,12.15,12.15,12.15,,,,,,0
2016-06-09,12.15,12.15,12.15,12.15,,,,,,0
2016-06-10,12.15,12.15,12.15,12.15,,,,,,0
2016-06-13,12.15,12.15,12.15,12.15,,,,,,0
2016-06-14,12.15,12.15,12.15,12.15,,,,,,0
2016-06-15,12.15,12.15,12.15,12.15,,,,,,0
2016-06-16,12.15,12.15,12.15,12.15,,,,,,0
2016-06-17,12.15,12.15,12.15,12.15,,,,,,0
2016-06-20,12.15,12.15,12.15,12.15,,,,,,0
2016-06-21,12.15,12.15,12.15,12.15,,,,,,0
2016-06-22,12.15,12.15,12.15,12.15,,,,,,0
2016-06-23,12.15,12.15,12.15,12.15,,,,,,0
2016-06-24,12.15,12.15,12.15,12.15,,,,,,0
2016-06-27,12.15,12.15,12.15,12.15,,,,,,0
2016-06-28,12.15,12.15,12.15,12.15,,,,,,0
2016-06-29,12.15,12.15,12.15,12.15,,,,,,0
2016-06-30,12.15,12.15,12.15,12.15,,,,,,0
2016-07-01,12.15,12.15,12.15,12.15,,,,,,0
2016-07-04,12.15,12.15,12.15,12.15,,,,,,0
2016-07-05,12.15,12.15,12.15,12.15,,,,,,0
2016-07-06,12.15,12.15,12.15,12.15,,,,,,0
2016-07-07,12.15,12.15,12.15,12.15,,,,,,0
2016-07-08,12.15,12.15,12.15,12.15,,,,,,0
2016-07-11,12.15,12.15,12.15,12.15,,,,,,0
2016-07-12,12.15,12.15,12.15,12.15,,,,,,0
2016-07-13,12.15,12.15,12.15,12.15,,,,,,0
2016-07-14,12.15,12.15,12.15,12.15,,,,,,0
2016-07-15,12.15,12.15,12.15,12.15,,,,,,0
2016-07-18,12.15,12.15,12.15,12.15,,,,,,0
2016-07-19,12.15,12.15,12.15,12.15,,,,,,0
2016-07-20,12.15,12.15,12.15,12.15,,,,,,0
2016-07-21,12.15,12.15,12.15,12.15,,,,,,0
2016-07-22,12.15,12.15,12.15,12.15,,,,,,0
2016-07-25,12.15,12.15,12.15,12.15,,,,,,0
2016-07-26,12.15,12.15,12.15,12.15,,,,,,0
2016-07-27,12.15,12.15,12.15,12.15,,,,,,0
2016-07-28,12.15,12.15,12.15,12.15,,,,,,0
2016-07-29,12.15,12.15,12.15,12.15,,,,,,0
2016-08-01,12.15,12.15,12.15,12.15,,,,,,0
2016-08-02,12.15,12.15,12.15,12.15,,,,,,0
2016-08-03,12.15,12.15,12.15,12.15,,,,,,0
2016-08-04,12.15,12.15,12.15,12.15,,,,,,0
2016-08-05,12.15,12.15,12.15,12.15,,,,,,0
2016-08-08,12.15,12.15,12.15,12.15,,,,,,0
2016-08-09,12.15,12.15,12.15,12.15,,,,,,0
2016-08-10,12.15,12.15,12.15,12.15,,,,,,0
2016-08-11,12.15,12.15,12.15,12.15,,,,,,0
2016-08-12,12.15,12.15,12.15,12.15,,,,,,0
2016-08-15,12.15,12.15,12.15,12.15,,,,,,0
2016-08-16,12.15,12.15,12.15,12.15,,,,,,0
2016-08-17,12.15,12.15,12.15,12.15,,,,,,0
2016-08-18,12.15,12.15,12.15,12.15,,,,,,0
2016-08-19,12.15,12.15,12.15,12.15,,,,,,0
2016-08-22,12.15,12.15,12.15,12.15,,,,,,0
2016-08-23,12.15,12.15,12.15,12.15,,,,,,0
2016-08-24,12.15,12.15,12.15,12.15,,,,,,0
2016-08-25,12.15,12.15,12.15,12.15,,,,,,0
2016-08-26,12.15,12.15,12.15,12.15,,,,,,0
2016-08-29,12.15,12.15,12.15,12.15,,,,,,0
2016-08-30,12.15,12.15,12.15,12.15,,,,,,0
2016-08-31,12.15,12.15,12.15,12.15,,,,,,0
2016-09-01,12.15,12.15,12.15,12.15,,,,,,0
2016-09-02,12.15,12.15,12.15,12.15,,,,,,0
2016-09-05,12.15,12.15,12.15,12.15,,,,,,0
2016-09-06,12.15,12.15,12.15,12.15,,,,,,0
2016-09-07,12.15,12.15,12.15,12.15,,,,,,0
2016-09-08,12.15,12.15,12.15,12.15,,,,,,0
2016-09-09,12.15,12.15,12.15,12.15,,,,,,0
2016-09-12,12.15,12.15,12.15,12.15,,,,,,0
2016-09-13,12.15,12.15,12.15,12.15,,,,,,0
2016-09-14,12.15,12.15,12.15,12.15,,,,,,0
2016-09-15,12.15,12.15,12.15,12.15,,,,,,0
2016-09-16,12.15,12.15,12.15,12.15,,,,,,0
2016-09-19,12.15,12.15,12.15,12.15,,,,,,0
2016-09-20,12.15,12.15,12.15,12.15,,,,,,0
2016-09-21,12.15,12.15,12.15,12.15,,,,,,0
2016-09-22,12.15,12.15,12.15,12.15,,,,,,0
2016-09-23,12.15,12.15,12.15,12.15,,,,,,0
2016-09-26,12.15,12.15,12.15,12.15,,,,,,0
2016-09-27,12.15,12.15,12.15,12.15,,,,,,0
2016-09-28,12.15,12.15,12.15,12.15,,,,,,0
2016-09-29,12.15,12.15,12.15,12.15,,,,,,0
